,categorie,motAnglais,traductionGoogle,traductionMaison,deuxiemeTraduction,troisiemeTraduction,quatriemeTraduction,francaisAsterisque,francaisAsterisque2,anglaisAsterisque,initiales,notes
1084,government_ops,corrupt,corrupt,NA,corromp,NA,NA,corrupt*,corromp*,corrupt*,NF,
1085,government_ops,elections canada,élections canada,NA,NA,NA,NA,NA,NA,NA,NF,
1086,government_ops,federal appoint,nomination fédérale,NA,NA,NA,NA,nomination* fédérale*,NA,federal appoint*,NF,
1087,government_ops,federal building,immeuble fédéral,bâtiment fédéral,NA,NA,NA,bâtiment* fédéra*,NA,federal building*,NF,
1088,government_ops,federal consult,consult fédérale,NA,NA,NA,NA,consult* fédérale*,NA,federal consult*,NF,
1089,government_ops,federal contract,contrat fédéral,NA,NA,NA,NA,contrat* fédéra*,NA,federal contract*,NF,
1090,government_ops,federal employ,emploi fédéral,NA,NA,NA,NA,emploi* fédéra*,NA,federal employ*,NF,
1091,government_ops,federal holiday,fête fédérale,NA,congé fédéral,NA,NA,fête* fédérale*,NA,federal holiday*,NF,
1092,government_ops,federal office,office fédéral,bureaux fédéraux,NA,NA,NA,bureau* fédéra*,NA,federal office*,NF,
1093,government_ops,federal property,propriété fédérale,NA,NA,NA,NA,propriété* fédérale*,NA,federal propert*,NF,
1094,government_ops,federal statistics,statistiques fédérales,NA,NA,NA,statistique canada,statistique* fédérale*,NA,federal statistic*,NF,
1095,government_ops,foreign service building,bâtiment du service extérieur,bâtiment des services étrangers,bâtiment des services extrieurs,NA,NA,bâtiment* des services étrangers,NA,foreign service building*,NF,
1096,government_ops,government account,compte du gouvernement,compte gouvernemental,NA,NA,NA,compte* gouvernementa*,NA,government* account*,NF,
1097,government_ops,government appoint,le gouvernement nomme,nomination gouvernementale,NA,NA,NA,nomination* gouvernementale*,NA,government* appoint*,NF,
1098,government_ops,government building,bâtiment du gouvernement,NA,NA,NA,NA,bâtiment* du gouvernement,NA,government* building*,NF,
1099,government_ops,government consult,gouvernement consulte,consult gouvernement,NA,NA,NA,consult* gouvernement*,NA,government* consult*,NF,
1100,government_ops,government contract,contrat gouvernemental,NA,NA,NA,NA,contrat* gouvernementa*,NA,government* contract*,NF,
1101,government_ops,government employ,le gouvernement emploie,emploi gouvernemental,NA,NA,NA,emploi* gouvernementa*,NA,government* employ*,NF,
1102,government_ops,government enterprise,entreprise gouvernementale,NA,NA,NA,NA,entreprise* gouvernementale*,NA,government* enterprise*,NF,
1103,government_ops,government ethics,éthique gouvernementale,NA,NA,NA,NA,NA,NA,NA,NF,
1104,government_ops,government office,bureau du gouvernement,NA,NA,NA,NA,bureau* d* gouvernement*,NA,government* office*,NF,
1105,government_ops,government operation,opération gouvernementale,NA,NA,NA,NA,opération* gouvernementale*,NA,government* operation*,NF,
1106,government_ops,government oversight,surveillance du gouvernement,surveillance gouvernementale,NA,NA,NA,surveillance* gouvernementale*,NA,government* oversight*,NF,
1107,government_ops,government property,propriété du gouvernement,NA,NA,NA,NA,propriété* d* gouvernement*,NA,government* propert*,NF,
1108,government_ops,government statistics,statistiques du gouvernement,statistique gouvernementale,NA,NA,NA,statistique* gouvernementale*,NA,government* statistic*,NF,
1109,government_ops,mail,courrier,NA,courriel,NA,NA,courrie*,NA,mail*,NF,
1110,government_ops,ministerial responsib,responsabilité ministérielle,responsab ministériel,gouvernement responsab,NA,NA,responsab* ministériel*,gouvernement* responsab*,ministerial responsib*,NF,
1111,government_ops,national capital commission,commission de la capitale nationale,NA,NA,NA,NA,NA,NA,NA,NF,
1112,government_ops,parliamentary operation,fonctionnement parlementaire,procédure parlementaire,NA,NA,NA,procédure* parlementaire*,NA,parliamentar* operation*,NF,
1113,government_ops,political adverti,publicit politique,NA,NA,NA,NA,publicit* politique*,NA,political adverti*,NF,
1114,government_ops,procurement,approvisionnement,NA,acquisition,NA,NA,approvisionnement*,acquisition*,NA,NF,
1115,government_ops,postal,postal,NA,NA,NA,NA,posta*,NA,NA,NF,
1116,government_ops,postmaster,postmaster,facteur,postier,NA,NA,facteur*,postier*,postmaster*,NF,
1117,government_ops,public building,un bâtiment public,bâtiment public,NA,NA,NA,bâtiment* public*,NA,public building*,NF,
1118,government_ops,public service,service publique,NA,NA,NA,NA,service* publique*,NA,public service*,NF,
1119,government_ops,public sector,secteur public,NA,NA,NA,NA,secteur* public*,NA,public sector*,NF,
1120,government_ops,question period,période de questions,NA,période des questions,NA,NA,période* de* questions,NA,question* period*,NF,
1121,government_ops,revenue canada,revenu canada,NA,NA,NA,NA,NA,NA,NA,NF,
1122,government_ops,royal commission,Commission royale,commission royale,NA,NA,NA,NA,NA,NA,NF,
1123,government_ops,statcan,statcan,NA,NA,NA,NA,NA,NA,NA,NF,
1124,government_ops,statscan,statscan,NA,NA,NA,NA,NA,NA,NA,NF,
1125,government_ops,statistics canada,statistiques canada,statistique canada,NA,NA,NA,NA,NA,NA,NF,
1126,government_ops,televised debate,débat télévisé,débat télé,NA,NA,NA,débat* télé*,NA,televised debate*,NF,
1127,government_ops,televized debate,débat télévisé,NA,NA,NA,NA,NA,NA,televized debate*,NF,
1128,government_ops,treasury board secretariat,secrétariat du conseil du trésor,NA,NA,NA,NA,NA,NA,NA,NF,
1129,government_ops,voter registration,registre de vote,NA,inscription des électeurs,NA,NA,registre* de* vote*,inscription* des électeurs,voter registration*,NF,
1130,land-water-management,aluminium,aluminium,NA,NA,NA,NA,aluminium*,NA,NA,NF,
1131,land-water-management,aluminum,aluminium,NA,NA,NA,NA,aluminium*,NA,NA,NF,
1132,land-water-management,clear-cutting,coupe à blanc,NA,NA,NA,NA,coupe* à blanc,NA,clear-cut*,NF,
1133,land-water-management,copper,cuivre,NA,NA,NA,NA,cuivre*,NA,copper*,NF,
1134,land-water-management,dam,barrage,NA,NA,NA,NA,barrage*,NA,dam*,NF,
1135,land-water-management,dams,barrages,NA,NA,NA,NA,NA,NA,NA,NF,
1136,land-water-management,diamond,diamant,NA,NA,NA,NA,diamant*,NA,diamond*,NF,
1137,land-water-management,federal museum,musée fédéral,NA,NA,NA,NA,musée* fédéra*,NA,federal museum*,NF,
1138,land-water-management,flood control,contrôle des flux,contrôle des inondations,NA,NA,NA,contrôle* des inondations,NA,flood* control,NF,
1139,land-water-management,forest fire,feu de forêt,NA,NA,NA,NA,feu* de forêt*,NA,forest* fire*,NF,
1140,land-water-management,forest health,santé des forêts,NA,NA,NA,NA,NA,NA,NA,NF,
1141,land-water-management,forest management,la gestion des forêts,gestion des forêts,NA,NA,NA,gestion* des forêts,NA,NA,NF,
1142,land-water-management,forest service,service forestier,NA,NA,NA,NA,service* forestier*,NA,forest* service*,NF,
1143,land-water-management,historic site,site historique,NA,NA,NA,NA,site* historique*,NA,historic site*,NF,
1144,land-water-management,NA,le fer,x,NA,NA,NA,NA,NA,NA,NF,
1145,land-water-management,NA,conduire,plomb,NA,NA,NA,NA,NA,NA,NF,
1146,land-water-management,limestone,calcaire,NA,NA,NA,NA,calcaire*,NA,limestone*,NF,
1147,land-water-management,memorials,monuments commémoratifs,monument commémoratif,NA,NA,NA,monument* commémoratif*,NA,memorial*,NF,
1148,land-water-management,metals,les métaux,métal,NA,NA,NA,méta*,NA,metal*,NF,
1149,land-water-management,military park,parc militaire,NA,NA,NA,NA,parc* militaire*,NA,military park*,NF,
1150,land-water-management,mineral development,développement minéral,exploitation minière,NA,NA,NA,exploitation* minière*,NA,mineral development*,NF,
1151,land-water-management,mineral exploration,exploration minière,NA,prospection minière,NA,NA,exploration* minière*,prospection* minière*,mineral exploration*,NF,
1152,land-water-management,mineral resources,ressources minérales,NA,NA,NA,NA,ressource* minéral*,NA,mineral resource*,NF,
1153,land-water-management,mine reclamation,remise en état des mines,NA,régénération des mines,NA,NA,remise* en état des mines,régénération* des mines,mine reclamation*,NF,
1154,land-water-management,mining,exploitation minière,NA,NA,NA,NA,exploitation* minière*,NA,mining*,NF,
1155,land-water-management,national park,parc national,NA,NA,NA,NA,parc* nationa*,NA,national park*,NF,
1156,land-water-management,natural resources,ressources naturelles,NA,NA,NA,NA,ressource* naturelle*,NA,natural resource*,NF,
1157,land-water-management,obsidian,obsidienne,NA,NA,NA,NA,obsidienne*,NA,NA,NF,
1158,land-water-management,open-pit,mine à ciel ouvert,NA,NA,NA,NA,mine* à ciel ouvert,NA,open-pit*,NF,
1159,land-water-management,park protection,protection du parc,protection des parcs,NA,NA,NA,protection* d* parc*,NA,park* protection,NF,
1160,land-water-management,parks canada,parcs canada,NA,NA,NA,NA,parc* canada,NA,park* canada,NF,
1161,land-water-management,port construction,contraction de port,construction d'un port,NA,NA,NA,construction* d* port*,NA,port* construction*,NF,
1162,land-water-management,potash,potasse,NA,NA,NA,NA,potasse*,NA,NA,NF,
1163,land-water-management,public land,terre publique,NA,NA,NA,NA,terre* publique*,NA,public land*,NF,
1164,land-water-management,quartz,quartz,NA,NA,NA,NA,quartz*,NA,NA,NF,
1165,land-water-management,recreational boating,navigation de plaisance,NA,NA,NA,NA,NA,NA,NA,NF,
1166,land-water-management,resources planning,planification des ressources,NA,NA,NA,NA,planification* des ressources,NA,resource* planning*,NF,
1167,land-water-management,scenic trail,sentier panoramique,NA,sentier pittoresque,NA,NA,sentier* panoramique*,sentier* pittoresque*,scenic trail*,NF,
1168,land-water-management,NA,étain,NA,NA,NA,NA,étain*,NA,tin*,NF,
1169,land-water-management,turquoise,turquoise,NA,NA,NA,NA,turquoise*,NA,turquoise*,NF,
1170,land-water-management,water development,développement ,développement  aquifère,aménagement des eaux,NA,NA,développement* aquifère*,aménagement* de* eau*,water development*,NF,
1171,land-water-management,water resource,ressource d'eau,NA,ressource en eau,NA,NA,ressource* d'eau*,ressource* en eau*,water resource*,NF,
1172,land-water-management,wilderness area,réserve naturelle,NA,zone de nature sauvage,NA,NA,réserve* naturelle*,zone* de nature sauvage,wilderness area*,NF,
1173,culture,artist,art,artiste,NA,NA,NA,artist*,NA,artist*,NF,
1174,culture,NA,arts,x,NA,NA,NA,NA,NA,NA,NF,
1175,culture,book,livre,NA,ouvrage,NA,NA,livre*,ouvrage*,book*,NF,
1176,culture,books,livres,NA,NA,NA,NA,NA,NA,NA,NF,
1177,culture,chess,échecs,NA,NA,NA,NA,NA,NA,NA,NF,
1178,culture,canadian heritage,patrimoine canadien,NA,NA,NA,NA,patrimoine* canadien*,NA,canadian heritage*,NF,
1179,culture,entertain,divertir,diverti,NA,NA,NA,diverti*,NA,entertain*,NF,
1180,culture,literature,Littérature,littérature,NA,NA,NA,littérature*,NA,literature*,NF,
1181,culture,music,la musique,musique,NA,NA,NA,musi*,NA,music*,NF,
1182,culture,novel,roman,NA,NA,NA,NA,roman*,NA,novel*,NF,
1183,culture,olympics,Jeux olympiques,olympiques,NA,NA,NA,NA,NA,NA,NF,
1184,culture,olympic games,jeux olympiques,NA,NA,NA,NA,NA,NA,NA,NF,
1185,culture,panamerican games,jeux panaméricains,jeux panaméricains,NA,NA,NA,NA,NA,NA,NF,
1186,culture,pan-american games,jeux panaméricains,jeux pan-américains,NA,NA,NA,NA,NA,NA,NF,
1187,culture,paralympics,Jeux paralympiques,paralympiques,NA,NA,NA,NA,NA,NA,NF,
1188,culture,paralympic games,jeux paralympiques,NA,NA,NA,NA,NA,NA,NA,NF,
1189,culture,sport,sport,NA,NA,NA,NA,sport*,NA,sport*,NF,
1190,culture,theater,théâtre,NA,NA,NA,NA,théâtre*,NA,theater*,NF,
1191,culture,theatre,théâtre,NA,NA,NA,NA,théâtre*,NA,theater*,NF,
1192,culture,movie,film,NA,NA,NA,NA,film*,NA,movie*,NF,
1193,culture,film,film,x,NA,NA,NA,NA,NA,NA,NF,
1194,prov_local,city government,gouvernement de la ville,gouvernement municipal,NA,NA,NA,gouvernement* municipa*,NA,cit* government*,NF,
1195,prov_local,land use,utilisation des sols,aménagement du territoire,NA,NA,NA,aménagement* d* territoire*,NA,land* us*,NF,
1196,prov_local,local govenrment,gouvernement local,NA,NA,NA,NA,gouvernement* loca*,NA,local government*,NF,Erreur Lexicoder: local government
1197,prov_local,mayor,maire,NA,NA,NA,NA,maire*,NA,mayor*,NF,
1198,prov_local,municipal,municipal,NA,NA,NA,NA,municipa*,NA,municipal*,NF,
1199,prov_local,premier,premier ministre,NA,NA,NA,NA,premier* ministre*,NA,premier*,NF,
1200,prov_local,province,province,NA,NA,NA,NA,province*,NA,province*,NF,
1201,prov_local,provincial,provincial,NA,NA,NA,NA,provincial*,NA,provincial*,NF,
1202,prov_local,street cleaning,nettoyage des rues,NA,NA,NA,NA,nettoyage* de* rue*,NA,street cleaning*,NF,
1203,prov_local,street-cleaning,nettoyage des rues,nettoyage de rues,NA,NA,NA,NA,NA,street-cleaning*,NF,
1204,prov_local,urban plan,plan urbain,planification urbaine,NA,NA,NA,planification* urbaine*,NA,urban plan*,NF,
1205,prov_local,zoning,zonage,NA,NA,NA,NA,zonage*,NA,zoning*,NF,
1206,intergovernmental,chst,chst,tcsss,NA,NA,NA,NA,NA,NA,NF,
1207,intergovernmental,council of the federation,conseil de la fédération,NA,NA,NA,NA,NA,NA,NA,NF,
1208,intergovernmental,equalization,égalisation,péréquation,NA,NA,NA,péréquation*,NA,equalization*,NF,
1209,intergovernmental,established programs financing,financement de programmes établis,NA,NA,NA,NA,financement* de programme* établi*,NA,established program* financing,NF,
1210,intergovernmental,established programmes financing,financement de programmes établis,NA,NA,NA,NA,financement* de programme* établi*,NA,established program* financing,NF,
1211,intergovernmental,first ministers,premiers ministres,NA,NA,NA,NA,premier* ministre*,NA,first minister*,NF,
1212,intergovernmental,health and social transfer,santé et transfert social,transferts en santé et en services sociaux ,transferts en santé et services sociaux ,NA,NA,transfert* en santé et en services sociaux ,NA,health and social transfer*,NF,
1213,intergovernmental,intergovernment,intergouvernemental,intergouvernement,inter-gouvernemental,NA,NA,intergouvernement*,inter-gouvernement*,intergovernment*,NF,
1214,intergovernmental,interprovinc,interprovinc,NA,inter-provinc,NA,NA,interprovinc*,NA,interprovinc*,NF,
1215,intergovernmental,territorial formula financ,formule territoriale financ,formule de financ des territoires,NA,NA,NA,formule* de financ* de* territoire*,NA,territorial* formula financing*,NF,
1216,intergovernmental,tff,tff,fft,NA,NA,NA,NA,NA,NA,NF,
1217,constitutional_natl_unity,abolish senate,abolir le sénat,NA,NA,NA,NA,aboli* d* sénat*,aboli* l* sénat*,abolish* senate*,NF,
1218,constitutional_natl_unity,abolish the senate,abolir le sénat,NA,NA,NA,NA,aboli* d* sénat*,aboli* l* sénat*,NA,NF,
1219,constitutional_natl_unity,british north america act,acte britannique d'amérique du nord,acte de l'amérique du nord britannique,NA,NA,NA,NA,NA,NA,NF,
1220,constitutional_natl_unity,charlottetown accord,accord de charlottetown,NA,NA,NA,NA,NA,NA,NA,NF,
1221,constitutional_natl_unity,charter right,droit de charte,charte des droits,NA,NA,NA,NA,NA,NA,NF,
1222,constitutional_natl_unity,constitution,Constitution,constitution,NA,NA,NA,constitution*,NA,constitution*,NF,
1223,constitutional_natl_unity,division of powers,division des pouvoirs,NA,séparation des pouvoirs,NA,NA,NA,NA,NA,NF,
1224,constitutional_natl_unity,elected senate,Sénat élu,sénat élu,NA,NA,NA,NA,NA,NA,NF,
1225,constitutional_natl_unity,federal jurisdiction,compétence fédérale,NA,NA,NA,NA,compétence* fédérale*,NA,federal jurisdiction*,NF,
1226,constitutional_natl_unity,federalis,federalis,fédéralis,NA,NA,NA,fédéralis*,NA,federalis*,NF,
1227,constitutional_natl_unity,meech lake,lac de Meech,lac meech,NA,NA,NA,NA,NA,NA,NF,
1228,constitutional_natl_unity,patriate,se marier,rapatrier la constitution,NA,NA,NA,rapatrie* la constitution,NA,NA,NF,
1229,constitutional_natl_unity,patriation,rapatriement,rapatriement de la constitution,NA,NA,NA,rapatrie* de la constitution,NA,NA,NF,
1230,constitutional_natl_unity,provincial jurisdiction,compétence provinciale,NA,NA,NA,NA,compétence* provinciale*,NA,provincial* jurisdiction*,NF,
1231,constitutional_natl_unity,quebec nationalis,quebec nationalis,nationalisme québécois,NA,NA,NA,nationalis* québécois*,NA,quebec nationalis*,NF,
1232,constitutional_natl_unity,senate abolition,abolition du sénat,NA,NA,NA,NA,NA,NA,NA,NF,
1233,constitutional_natl_unity,senate reform,réforme du sénat,NA,NA,NA,NA,réforme* d* sénat*,NA,senate reform*,NF,
1234,constitutional_natl_unity,separatis,separatis,séparatis,NA,NA,NA,séparatis*,NA,separatis*,NF,
1235,constitutional_natl_unity,shared jurisdiction,compétence partagée,NA,NA,NA,NA,compétence* partagée*,NA,shared jurisdiction*,NF,
1236,constitutional_natl_unity,soveriegnist,soveriegnist,souverainis,NA,NA,NA,souverainis*,NA,soveriegnis*,NF,
1237,constitutional_natl_unity,soveriegnt,soveriegnt,souveraineté,NA,NA,NA,souveraineté*,NA,sovereignt*,NF,
1238,constitutional_natl_unity,triple-e senate,triple e sénat,sénat triple-e,NA,NA,NA,sénat* triple-e,NA,triple-e senate*,NF,
1239,aboriginal,aboriginal,Aborigène,autochtone,NA,NA,NA,autochtone*,NA,aboriginal*,NF,
1240,aboriginal,algonquin,Algonquin,algonquin,NA,NA,NA,algonquin*,NA,algonquin*,NF,
1241,aboriginal,amerindian,amérindien,NA,NA,NA,NA,amérindien*,NA,NA,NF,
1242,aboriginal,anishinaabe,anishinaabe,anichinabé,NA,NA,NA,anichinabé*,NA,NA,NF,
1243,aboriginal,assiniboine,assiniboine,NA,NA,NA,NA,NA,NA,assiniboine* ,NF,
1244,aboriginal,beothuk,beothuk,béothuk,NA,NA,NA,béothuk*,NA,beothuk*,NF,
1245,aboriginal,cayuga,Cayuga,cayuga,cayouga,NA,NA,cayuga*,NA,cayuga*,NF,
1246,aboriginal,chipewyan,chipewyan,NA,tchipewyans,NA,NA,chipewyan*,NA,chipewyan*,NF,
1247,aboriginal,comos,comos,NA,NA,NA,NA,NA,NA,NA,NF,
1248,aboriginal,cowichan,cowichan,NA,NA,NA,NA,cowichan*,NA,cowichan*,NF,
1249,aboriginal,cree,cri,x,NA,NA,NA,NA,NA,cree*,NF,
1250,aboriginal,dunneze,Dunneze,dunneze,NA,NA,NA,dunneze*,NA,dunneze*,NF,
1251,aboriginal,first nation,première nation,NA,NA,NA,NA,première* nation*,NA,first nation*,NF,
1252,aboriginal,first people,premières personnes,NA,NA,NA,NA,NA,NA,NA,NF,
1253,aboriginal,gwich'in,gwich'in,NA,NA,NA,NA,NA,NA,NA,NF,
1254,aboriginal,haida,haida,haïda,NA,NA,NA,haïda*,NA,NA,NF,
1255,aboriginal,huron,Huron,huron,NA,wendat,NA,NA,NA,huron*,NF,
1256,aboriginal,indian act,acte indien,loi sur les indiens,NA,NA,NA,loi* sur les indiens,NA,NA,NF,
1257,aboriginal,indian affair,affaire indienne,bureau aux affaires indiennes,bureau des affaires indiennes,NA,NA,NA,NA,NA,NF,
1258,aboriginal,innu,innu,NA,NA,NA,NA,innu*,NA,innu*,NF,
1259,aboriginal,inuit,inuit,NA,eskimo,NA,NA,inuit*,NA,NA,NF,
1260,aboriginal,inuk,au Royaume-Uni,inuit,NA,NA,NA,inuit*,NA,NA,NF,
1261,aboriginal,inuktitut,inuktitut,NA,NA,NA,NA,inuktitut*,NA,NA,NF,
1262,aboriginal,iroquois,iroquois,NA,NA,NA,NA,iroquois*,NA,NA,NF,
1263,aboriginal,lenape,lenape,NA,NA,NA,NA,lenape*,NA,lenape*,NF,
1264,aboriginal,maliseet,malécite,NA,NA,NA,NA,malécite*,NA,maliseet*,NF,
1265,aboriginal,metis,métis,NA,NA,NA,NA,NA,NA,NA,NF,
1266,aboriginal,mi'kmaq,mi'kmaq,micmac,NA,NA,NA,micmac*,NA,mi'kmaq*,NF,
1267,aboriginal,mohawk,Mohawk,mohawk,NA,NA,NA,mohawk*,NA,mohawk*,NF,
1268,aboriginal,munsee,munsee,NA,NA,NA,NA,munsee*,NA,munsee*,NF,
1269,aboriginal,na-dene,na-dene,na-dené,NA,NA,NA,NA,NA,NA,NF,
1270,aboriginal,native american,Américain de naissance,amérindien,NA,NA,NA,amérindien*,NA,native american*,NF,
1271,aboriginal,native affair,affaire autochtone,NA,NA,NA,NA,affaire* autochtone*,NA,native affair*,NF,
1272,aboriginal,odawa,Odawa,NA,outaouais,NA,NA,NA,NA,odawa*,NF,
1273,aboriginal,ojibwa,ojibwa,ojibwés,anishinaabes,ojiboués,ojibwés,ojibwé*,NA,NA,NF,
1274,aboriginal,ojibwe,ojibwe,ojibwés,NA,NA,NA,ojibwé*,NA,NA,NF,
1275,aboriginal,oji-cree,oji-cree,oji-cri,NA,NA,NA,oji-cri*,NA,oji-Cree*,NF,
1276,aboriginal,oneida,Oneida,onneiouts,NA,NA,NA,onneiout*,NA,oneida*,NF,
1277,aboriginal,onondaga,onondaga,NA,onontagué,onondages,NA,onondaga*,onontagué*,onondaga*,NF,
1278,aboriginal,passamaquoddy,passamaquoddy,passamaquoddys,qonasqamkuk,peskotomuhkati,pestomuhkati,NA,NA,NA,NF,
1279,aboriginal,potawatomi,potawatomi,potéouatamis,poutouatamis,pottawatomie,pottawatami,NA,NA,potawatomi*,NF,
1280,aboriginal,sahtu,sahtu,NA,NA,NA,NA,sahtu*,NA,sahtu*,NF,
1281,aboriginal,salish,salish,NA,NA,NA,NA,NA,NA,NA,NF,
1282,aboriginal,seneca,Sénèque,sénéca,NA,NA,NA,sénéca*,NA,seneca*,NF,
1283,aboriginal,shuswap,shuswap,secwepemc,NA,NA,NA,Secwepemc*,NA,shuswap*,NF,
1284,aboriginal,squamish,squamish,NA,NA,NA,NA,NA,NA,NA,NF,
1285,aboriginal,tagish,tagish,NA,tagish Khwáan,NA,NA,NA,NA,NA,NF,
1286,aboriginal,tli cho,tli cho,tlichos,NA,NA,NA,tlicho*,NA,tli cho*,NF,
1287,aboriginal,tlingit,tlingit,NA,NA,NA,NA,tlingit*,NA,tlingit*,NF,
1288,aboriginal,tuscarora,Toscarora,toscarora,NA,NA,NA,tuscarora*,NA,tuscarora*,NF,
1289,aboriginal,tutchone,tutchone,tutchonis,NA,NA,NA,NA,NA,NA,NF,
1290,aboriginal,wyandot,wyandot,NA,NA,NA,NA,wyandot*,NA,wyandot*,NF,
1291,aboriginal,yellowknives,couteaux jaunes,couteaux-jaunes,NA,NA,NA,NA,NA,NA,NF,
1292,religion,adonai,Adonai,adonaï,NA,NA,NA,NA,NA,NA,NF,
1293,religion,adventis,adventis,NA,NA,NA,NA,adventis*,NA,adventis*,NF,
1294,religion,agnostic,agnostique,NA,NA,NA,NA,agnostique*,NA,agnostic*,NF,
1295,religion,alawi,alawi,alawite,NA,NA,NA,alawite*,NA,alawi*,NF,
1296,religion,alevi,alevi,aléviste,NA,NA,NA,alévis*,NA,alevi*,NF,
1297,religion,allah,Allah,allah,NA,NA,NA,NA,NA,NA,NF,
1298,religion,amish,amish,NA,NA,NA,NA,amish*,NA,amish*,NF,
1299,religion,anabaptis,anabaptis,NA,NA,NA,NA,anabaptis*,NA,anabapti*,NF,
1300,religion,anglican,anglican,NA,NA,NA,NA,anglican*,NA,anglican*,NF,
1301,religion,antisemit,antisémite,NA,NA,NA,NA,antisémit*,NA,antisemit*,NF,
1302,religion,anti-semit,antisémite,x,NA,NA,NA,NA,NA,anti-semit*,NF,
1303,religion,atheism,athéisme,NA,NA,NA,NA,athéis*,NA,atheis*,NF,
1304,religion,bahai,bahai,bahai,NA,NA,NA,bahai*,NA,bahai*,NF,
1305,religion,baha'i,baha'i,NA,NA,NA,NA,bahaï*,NA,baha'i*,NF,
1306,religion,baptist,baptiste,NA,NA,NA,NA,baptis*,NA,baptis*,NF,
1307,religion,bible,Bible,bible,NA,NA,NA,bible*,NA,bible*,NF,
1308,religion,biblical,biblique,NA,NA,NA,NA,biblique*,NA,NA,NF,
1309,religion,hindu,hindou,NA,NA,NA,NA,hindou*,NA,hindu*,NF,
1310,religion,buddh,bouddh,NA,NA,NA,NA,bouddh*,NA,buddh*,NF,
1311,religion,calvinis,calvinis,NA,NA,NA,NA,calvinis*,NA,calvinis*,NF,
1312,religion,catholic,catholique,NA,NA,NA,NA,catholique*,NA,catholic*,NF,
1313,religion,christianity,christianisme,NA,NA,NA,NA,christiani*,NA,christianit*,NF,
1314,religion,christians,les chrétiens,chrétiens,NA,NA,NA,chrétien*,NA,christian*,NF,
1315,religion,church,église,NA,NA,NA,NA,église*,NA,church*,NF,
1316,religion,congregation,congrégation,NA,NA,NA,NA,congrégation*,NA,congregation*,NF,
1317,religion,crusade,croisade,NA,NA,NA,NA,croisade*,NA,crusade*,NF,
1318,religion,daoism,le daoïsme,daoïsme,NA,NA,NA,daoïsme*,NA,daoism*,NF,
1319,religion,druze,druze,NA,NA,NA,NA,druze*,NA,druze*,NF,
1320,religion,dutch reformed,néerlandais réformé,réforme hollandaise,NA,NA,NA,NA,NA,NA,NF,
1321,religion,eastern orthodox,orthodoxe oriental,NA,NA,NA,NA,orthodoxe* orienta*,NA,eastern orthodox*,NF,
1322,religion,episcopal,épiscopal,NA,NA,NA,NA,épiscopal*,NA,episcopal*,NF,
1323,religion,evangeli,Evangeli,évangéli,NA,NA,NA,évangéli*,NA,evangeli*,NF,
1324,religion,god,Dieu,dieu,NA,NA,NA,NA,NA,NA,NF,
1325,religion,greek orthodox,grec orthodoxe,NA,NA,NA,NA,grec* orthodoxe*,NA,greek orthodox*,NF,
1326,religion,hajj,Hajj,hajj,NA,NA,NA,NA,NA,NA,NF,
1327,religion,halaal,hala,halal,NA,NA,NA,NA,NA,NA,NF,
1328,religion,halacha,halakha,NA,NA,NA,NA,NA,NA,NA,NF,
1329,religion,halakha,halakha,NA,NA,NA,NA,NA,NA,NA,NF,
1330,religion,halal,halal,NA,NA,NA,NA,NA,NA,NA,NF,
1331,religion,haraam,haraam,haram,NA,NA,NA,NA,NA,NA,NF,
1332,religion,huguenot,Huguenot,huguenot,NA,NA,NA,huguenot*,NA,huguenot*,NF,
1333,religion,imam,imam,NA,guide,NA,NA,iman*,NA,iman*,NF,
1334,religion,islam,Islam,islam,paix,NA,NA,islam*,NA,islam*,NF,
1335,religion,isma'ili,Isma'ili,isma'ili,NA,NA,NA,ismaélis*,NA,isma'ili*,NF,
1336,religion,jehovah,Jéhovah,jéhovah,NA,NA,NA,NA,NA,NA,NF,
1337,religion,jew,Juif,juif,NA,NA,NA,juif*,NA,jew*,NF,
1338,religion,jihad,jihad,NA,NA,NA,NA,jihad*,NA,jihad*,NF,
1339,religion,judaism,judaïsme,NA,NA,NA,NA,judais*,NA,judaïs*,NF,
1340,religion,koran,coran,NA,NA,NA,NA,coran*,NA,koran*,NF,
1341,religion,kosher,kascher,NA,NA,NA,NA,NA,NA,NA,NF,
1342,religion,lutheran,luthérien,NA,NA,NA,NA,luthérien*,NA,lutheran*,NF,
1343,religion,mahayana,mahayana,NA,NA,NA,NA,mahayana*,NA,NA,NF,
1344,religion,maronite,maronite,NA,NA,NA,NA,maronite*,NA,maronite*,NF,
1345,religion,mennonite,mennonite,NA,NA,NA,NA,mennonite*,NA,mennonite*,NF,
1346,religion,methodist,méthodiste,NA,NA,NA,NA,méthodis*,NA,methodis*,NF,
1347,religion,mormon,mormon,NA,NA,NA,NA,mormon*,NA,mormon*,NF,
1348,religion,mosque,mosquée,NA,NA,NA,NA,mosque*,NA,mosquée*,NF,
1349,religion,muslim,musulman,NA,NA,NA,NA,musulman*,NA,muslim*,NF,
1350,religion,nonbeliever,non croyant,non-croyant,NA,NA,NA,non croyant*,non-croyant*,nonbeliever*,NF,
1351,religion,pentacost,pentacost,NA,NA,NA,NA,pentecôt*,NA,pentecost*,NF,
1352,religion,pentateuch,Pentateuque,torah,NA,NA,NA,torah*,NA,torah*,NF,
1353,religion,pope,le pape,pape,NA,NA,NA,pape*,NA,pope*,NF,
